instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
528,2012-06-11,2,1,6,0,1,1,2,29.554153,0.659721,0.587917,13.916771,1017,5647,6664
529,2012-06-12,2,1,6,0,2,1,2,26.786653,0.597875,0.833333,14.374581999999998,477,4495,4972
530,2012-06-13,2,1,6,0,3,1,1,26.889153,0.611117,0.582083,22.999693,1173,6248,7421
531,2012-06-14,2,1,6,0,4,1,1,26.581653000000003,0.624383,0.569583,17.000111,1180,6183,7363
532,2012-06-15,2,1,6,0,5,1,1,26.205847000000002,0.599754,0.589583,11.833339,1563,6102,7665
533,2012-06-16,2,1,6,0,6,0,1,25.898346999999998,0.594708,0.504167,11.166689,2963,4739,7702
534,2012-06-17,2,1,6,0,0,0,1,24.2925,0.571975,0.59875,9.708568,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,23.301652999999998,0.544842,0.777917,11.707982000000001,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,28.221653,0.654692,0.69,9.917139,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,32.082499999999996,0.720975,0.592083,7.625404,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,33.039153,0.752542,0.567917,7.958729,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,31.877499999999998,0.724121,0.57375,12.250414000000001,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,29.998347,0.652792,0.534583,12.041307,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,30.476653000000002,0.674254,0.479167,9.750174999999999,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,29.349153,0.654042,0.504167,20.125661,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,25.864152999999998,0.594704,0.373333,23.292014,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,28.5975,0.640792,0.36,18.208925,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,30.715847,0.675512,0.4225,11.50055,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,34.200847,0.786613,0.48875,11.082939000000001,829,4634,5463
547,2012-06-30,3,1,6,0,6,0,1,31.365000000000002,0.687508,0.60125,10.791756999999999,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,33.449153,0.750629,0.51875,11.291443000000001,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,32.048347,0.702038,0.447083,13.082889,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,32.014153,0.70265,0.492083,8.457878999999998,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,32.355847,0.732337,0.53875,9.041649999999999,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,33.9275,0.761367,0.457917,12.999943,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,33.961653,0.752533,0.450833,9.791514,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,35.328347,0.804913,0.492083,10.958118,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,33.722500000000004,0.790396,0.57375,8.417143,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,29.144153000000003,0.654054,0.683333,12.125325,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,29.554153,0.664796,0.6675,10.166379000000001,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,29.383347,0.650271,0.633333,10.166111,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,29.349153,0.654683,0.529583,9.833924999999999,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,29.998347,0.667933,0.485833,5.41695,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,28.836653,0.666042,0.699167,9.626493,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,30.579152999999998,0.705196,0.717917,11.166689,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,31.296653000000003,0.724125,0.645,11.000529,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,33.551653,0.755683,0.505833,7.666743,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,32.526652999999996,0.745583,0.577083,9.208614,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,31.57,0.714642,0.600417,11.083743,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,27.299153,0.613025,0.844167,14.000789000000001,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,24.429153,0.549912,0.865417,14.2911,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,27.3675,0.623125,0.7625,6.2926936,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,30.408347,0.690017,0.694167,9.291761,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,30.784153,0.70645,0.655,14.167418,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,29.690847,0.654054,0.45,11.0416,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,31.843347,0.739263,0.596667,19.082470999999998,1036,5825,6861
574,2012-07-27,3,1,7,0,5,1,1,32.048347,0.734217,0.594583,10.250464,1259,5645,6904
575,2012-07-28,3,1,7,0,6,0,1,30.989152999999998,0.697604,0.613333,10.542449999999999,2234,4451,6685
576,2012-07-29,3,1,7,0,0,0,1,29.588347,0.667933,0.62375,11.416532,2153,4444,6597
577,2012-07-30,3,1,7,0,1,1,1,29.964153,0.684987,0.66875,10.292339,1040,6065,7105
578,2012-07-31,3,1,7,0,2,1,1,29.246653,0.662896,0.704167,11.083475,968,6248,7216
579,2012-08-01,3,1,8,0,3,1,1,29.4175,0.667308,0.6775,9.458993,1074,6506,7580
580,2012-08-02,3,1,8,0,4,1,1,30.8525,0.707088,0.659583,8.666718,983,6278,7261
581,2012-08-03,3,1,8,0,5,1,2,31.399153,0.722867,0.6425,14.458064,1328,5847,7175
582,2012-08-04,3,1,8,0,6,0,1,32.526652999999996,0.751267,0.613333,17.249686,2345,4479,6824
583,2012-08-05,3,1,8,0,0,0,1,31.535847,0.731079,0.6525,19.458206999999998,1707,3757,5464
584,2012-08-06,3,1,8,0,1,1,2,30.8525,0.710246,0.654167,8.666718,1233,5780,7013
585,2012-08-07,3,1,8,0,2,1,2,30.169152999999998,0.697621,0.70375,7.8328359999999995,1278,5995,7273
586,2012-08-08,3,1,8,0,3,1,2,30.75,0.707717,0.672917,7.4169,1263,6271,7534
587,2012-08-09,3,1,8,0,4,1,1,30.989152999999998,0.699508,0.620417,10.458699999999999,1196,6090,7286
588,2012-08-10,3,1,8,0,5,1,2,29.349153,0.667942,0.715833,16.000471,1065,4721,5786
589,2012-08-11,3,1,8,0,6,0,2,28.392500000000002,0.638267,0.732917,13.834093,2247,4052,6299
590,2012-08-12,3,1,8,0,0,0,1,28.734153000000003,0.644579,0.530417,8.208304,2182,4362,6544
591,2012-08-13,3,1,8,0,1,1,1,29.554153,0.662254,0.545417,9.126204,1207,5676,6883
592,2012-08-14,3,1,8,0,2,1,1,29.793346999999997,0.676779,0.686667,11.333586,1128,5656,6784
593,2012-08-15,3,1,8,0,3,1,1,28.973347,0.654037,0.619583,11.374657000000001,1198,6149,7347
594,2012-08-16,3,1,8,0,4,1,1,29.485847,0.654688,0.519167,9.500332,1338,6267,7605
595,2012-08-17,3,1,8,0,5,1,1,29.656653,0.2424,0.570833,15.500718,1483,5665,7148
596,2012-08-18,3,1,8,0,6,0,1,27.811653,0.618071,0.603333,11.917089,2827,5038,7865
597,2012-08-19,3,1,8,0,0,0,2,26.069153,0.603554,0.711667,5.79215,1208,3341,4549
598,2012-08-20,3,1,8,0,1,1,2,26.069153,0.595967,0.734167,8.708593,1026,5504,6530
599,2012-08-21,3,1,8,0,2,1,1,26.615847000000002,0.601025,0.67375,4.8756436,1081,5925,7006
600,2012-08-22,3,1,8,0,3,1,1,27.3675,0.621854,0.677083,4.708981100000001,1094,6281,7375
601,2012-08-23,3,1,8,0,4,1,1,28.529153,0.637008,0.635833,5.6679186,1363,6402,7765
602,2012-08-24,3,1,8,0,5,1,2,28.802500000000002,0.6471,0.615,4.8337686,1325,6257,7582
603,2012-08-25,3,1,8,0,6,0,2,27.128347,0.618696,0.712917,16.375336,1829,4224,6053
604,2012-08-26,3,1,8,0,0,0,2,26.786653,0.595996,0.845833,15.333486,1483,3772,5255
605,2012-08-27,3,1,8,0,1,1,1,28.836653,0.654688,0.730417,8.625110999999999,989,5928,6917
606,2012-08-28,3,1,8,0,2,1,1,29.861653,0.66605,0.62,12.791975,935,6105,7040
607,2012-08-29,3,1,8,0,3,1,1,28.085,0.635733,0.552083,7.541653999999999,1177,6520,7697
608,2012-08-30,3,1,8,0,4,1,1,28.973347,0.652779,0.590417,5.1668189,1172,6541,7713
609,2012-08-31,3,1,8,0,5,1,1,31.330847000000002,0.6894,0.5875,11.291711,1433,5917,7350
610,2012-09-01,3,1,9,0,6,0,2,30.886653000000003,0.702654,0.638333,7.5835289999999995,2352,3788,6140
611,2012-09-02,3,1,9,0,0,0,2,28.563347,0.649,0.815,4.2927436,2613,3197,5810
612,2012-09-03,3,1,9,1,1,0,1,29.0075,0.661629,0.790833,10.125107,1965,4069,6034
613,2012-09-04,3,1,9,0,2,1,1,29.759152999999998,0.686888,0.755,15.833507,867,5997,6864
614,2012-09-05,3,1,9,0,3,1,1,30.203346999999997,0.708983,0.74125,12.583136,832,6280,7112
615,2012-09-06,3,1,9,0,4,1,2,28.563347,0.655329,0.810417,9.542207,611,5592,6203
616,2012-09-07,3,1,9,0,5,1,1,28.836653,0.657204,0.73625,11.500282,1045,6459,7504
617,2012-09-08,3,1,9,0,6,0,2,27.025847,0.611121,0.799167,18.833968000000002,1557,4419,5976
618,2012-09-09,3,1,9,0,0,0,1,25.009999999999998,0.578925,0.5475,15.041232,2570,5657,8227
619,2012-09-10,3,1,9,0,1,1,1,23.916653,0.565654,0.50375,17.333771000000002,1118,6407,7525
620,2012-09-11,3,1,9,0,2,1,1,23.677500000000002,0.554292,0.52,6.1676314,1070,6697,7767
621,2012-09-12,3,1,9,0,3,1,1,24.565847,0.570075,0.577083,8.833682,1050,6820,7870
622,2012-09-13,3,1,9,0,4,1,1,25.1125,0.579558,0.637083,5.5422936,1054,6750,7804
623,2012-09-14,3,1,9,0,5,1,1,25.966653,0.594083,0.6725,6.9588209999999995,1379,6630,8009
624,2012-09-15,3,1,9,0,6,0,1,24.941653000000002,0.585867,0.501667,16.583907,3160,5554,8714
625,2012-09-16,3,1,9,0,0,0,1,23.779999999999998,0.563125,0.57,6.042281099999999,2166,5167,7333
626,2012-09-17,3,1,9,0,1,1,2,23.814153,0.55305,0.734583,10.166713999999999,1022,5847,6869
627,2012-09-18,3,1,9,0,2,1,2,25.556653,0.565067,0.8725,23.958329,371,3702,4073
628,2012-09-19,3,1,9,0,3,1,1,22.6525,0.540404,0.536667,14.416725,788,6803,7591
629,2012-09-20,3,1,9,0,4,1,1,22.413347,0.532192,0.618333,7.917189,939,6781,7720
630,2012-09-21,3,1,9,0,5,1,1,24.565847,0.571971,0.66875,10.333343000000001,1250,6917,8167
631,2012-09-22,3,1,9,0,6,0,1,26.650000000000002,0.610488,0.646667,19.000061,2512,5883,8395
632,2012-09-23,4,1,9,0,0,0,1,21.695847,0.518933,0.467083,14.958286000000001,2454,5453,7907
633,2012-09-24,4,1,9,0,1,1,1,21.080847000000002,0.502513,0.492917,9.541068000000001,1001,6435,7436
634,2012-09-25,4,1,9,0,2,1,1,22.55,0.544179,0.57,15.833507,845,6693,7538
635,2012-09-26,4,1,9,0,3,1,1,26.035,0.596613,0.630833,16.3748,787,6946,7733
636,2012-09-27,4,1,9,0,4,1,2,26.650000000000002,0.607975,0.690833,9.000914,751,6642,7393
637,2012-09-28,4,1,9,0,5,1,2,25.385847000000002,0.585863,0.69,10.999993,1045,6370,7415
638,2012-09-29,4,1,9,0,6,0,1,22.2425,0.530296,0.542917,15.249468,2589,5966,8555
639,2012-09-30,4,1,9,0,0,0,1,21.593347,0.517663,0.583333,9.042186,2015,4874,6889
640,2012-10-01,4,1,10,0,1,1,2,21.354153,0.512,0.649167,6.0838814,763,6015,6778
641,2012-10-02,4,1,10,0,2,1,3,24.224153,0.542333,0.871667,6.9998249999999995,315,4324,4639
642,2012-10-03,4,1,10,0,3,1,2,26.9575,0.599133,0.79375,4.4585686,728,6844,7572
643,2012-10-04,4,1,10,0,4,1,2,26.9575,0.607975,0.722917,7.875582,891,6437,7328
644,2012-10-05,4,1,10,0,5,1,1,25.215,0.580187,0.6275,7.12545,1516,6640,8156
645,2012-10-06,4,1,10,0,6,0,1,22.720847,0.538521,0.664167,17.957675000000002,3031,4934,7965
646,2012-10-07,4,1,10,0,0,0,2,17.049153,0.419813,0.708333,9.457854000000001,781,2729,3510
647,2012-10-08,4,1,10,1,1,0,2,15.716652999999999,0.387608,0.709583,12.708492999999999,874,4604,5478
648,2012-10-09,4,1,10,0,2,1,2,18.313347,0.438112,0.761667,12.7501,601,5791,6392
649,2012-10-10,4,1,10,0,3,1,1,21.080847000000002,0.503142,0.630833,12.584007,780,6911,7691
650,2012-10-11,4,1,10,0,4,1,1,17.835,0.431167,0.463333,12.166932000000001,834,6736,7570
651,2012-10-12,4,1,10,0,5,1,1,17.9375,0.433071,0.539167,15.751164,1060,6222,7282
652,2012-10-13,4,1,10,0,6,0,1,16.126653,0.391396,0.494583,9.791514,2252,4857,7109
653,2012-10-14,4,1,10,0,0,0,1,21.388347,0.508204,0.640417,18.667004000000002,2080,4559,6639
654,2012-10-15,4,1,10,0,1,1,2,23.028347,0.53915,0.7075,19.834478999999998,760,5115,5875
655,2012-10-16,4,1,10,0,2,1,1,19.201653,0.460846,0.558333,12.208807,922,6612,7534
656,2012-10-17,4,1,10,0,3,1,1,18.689153,0.450108,0.692917,6.791857,979,6482,7461
657,2012-10-18,4,1,10,0,4,1,2,21.4225,0.512625,0.728333,15.874779,1008,6501,7509
658,2012-10-19,4,1,10,0,5,1,2,23.096653,0.537896,0.815,9.041917999999999,753,4671,5424
659,2012-10-20,4,1,10,0,6,0,1,19.850847,0.472842,0.572917,7.874979,2806,5284,8090
660,2012-10-21,4,1,10,0,0,0,1,19.030847,0.456429,0.51,11.125618000000001,2132,4692,6824
661,2012-10-22,4,1,10,0,1,1,1,19.9875,0.482942,0.568333,5.4593811,830,6228,7058
662,2012-10-23,4,1,10,0,2,1,1,22.310847,0.530304,0.641667,6.3345686,841,6625,7466
663,2012-10-24,4,1,10,0,3,1,1,24.087500000000002,0.558721,0.63625,4.8762064,795,6898,7693
664,2012-10-25,4,1,10,0,4,1,2,22.55,0.529688,0.800417,8.333125,875,6484,7359
665,2012-10-26,4,1,10,0,5,1,2,22.379153000000002,0.52275,0.807083,8.875289,1182,6262,7444
666,2012-10-27,4,1,10,0,6,0,2,21.73,0.515133,0.72,15.791364000000002,2643,5209,7852
667,2012-10-28,4,1,10,0,0,0,2,19.5775,0.467771,0.694583,26.666535999999997,998,3461,4459
668,2012-10-29,4,1,10,0,1,1,3,18.04,0.4394,0.88,23.9994,2,20,22
669,2012-10-30,4,1,10,0,2,1,2,13.045462,0.309909,0.825455,14.271603,87,1009,1096
670,2012-10-31,4,1,10,0,3,1,2,14.657499999999999,0.3611,0.666667,11.166689,419,5147,5566
671,2012-11-01,4,1,11,0,4,1,2,14.999153000000002,0.369942,0.581667,10.542182,466,5520,5986
672,2012-11-02,4,1,11,0,5,1,1,14.555,0.356042,0.522083,17.833725,618,5229,5847
673,2012-11-03,4,1,11,0,6,0,2,14.076653,0.323846,0.49125,18.125443,1029,4109,5138
674,2012-11-04,4,1,11,0,0,0,1,13.359153,0.329538,0.532917,12.000236,1201,3906,5107
675,2012-11-05,4,1,11,0,1,1,1,13.085847,0.308075,0.494167,15.833775000000001,378,4881,5259
676,2012-11-06,4,1,11,0,2,1,1,11.514153,0.281567,0.567083,11.625371,466,5220,5686
677,2012-11-07,4,1,11,0,3,1,2,12.129153,0.274621,0.5475,20.375236,326,4709,5035
678,2012-11-08,4,1,11,0,4,1,1,14.439134,0.341891,0.333478,23.304945,340,4975,5315
679,2012-11-09,4,1,11,0,5,1,1,14.828347,0.355413,0.540833,14.375386,709,5283,5992
680,2012-11-10,4,1,11,0,6,0,1,15.955846999999999,0.393937,0.645417,3.8756686,2090,4446,6536
681,2012-11-11,4,1,11,0,0,0,1,17.254153000000002,0.421713,0.659167,8.5425,2290,4562,6852
682,2012-11-12,4,1,11,1,1,0,1,19.884999999999998,0.475383,0.741667,11.625639,1097,5172,6269
683,2012-11-13,4,1,11,0,2,1,2,14.076653,0.323225,0.662917,22.917082,327,3767,4094
684,2012-11-14,4,1,11,0,3,1,1,11.855847,0.281563,0.552083,13.374875,373,5122,5495
685,2012-11-15,4,1,11,0,4,1,2,13.188346999999998,0.324492,0.620417,10.250129000000001,320,5125,5445
686,2012-11-16,4,1,11,0,5,1,1,14.145,0.347204,0.524583,11.458675000000001,484,5214,5698
687,2012-11-17,4,1,11,0,6,0,1,13.325000000000001,0.326383,0.545417,12.041843,1313,4316,5629
688,2012-11-18,4,1,11,0,0,0,1,14.0425,0.337746,0.692917,15.250004,922,3747,4669
689,2012-11-19,4,1,11,0,1,1,2,15.614152999999998,0.375621,0.623333,15.749489,449,5050,5499
690,2012-11-20,4,1,11,0,2,1,2,15.340847000000002,0.380667,0.685,5.542575,534,5100,5634
691,2012-11-21,4,1,11,0,3,1,1,14.486653,0.364892,0.61375,6.917482000000001,615,4531,5146
692,2012-11-22,4,1,11,1,4,0,1,13.940000000000001,0.350371,0.580417,3.5423436,955,1470,2425
693,2012-11-23,4,1,11,0,5,1,1,15.101653,0.378779,0.56875,9.917407,1603,2307,3910
694,2012-11-24,4,1,11,0,6,0,1,11.411653,0.248742,0.404583,25.250357,532,1745,2277
695,2012-11-25,4,1,11,0,0,0,1,10.079153,0.257583,0.468333,10.083499999999999,309,2115,2424
696,2012-11-26,4,1,11,0,1,1,1,12.846652999999998,0.339004,0.535417,3.1255499999999996,337,4750,5087
697,2012-11-27,4,1,11,0,2,1,2,11.958347,0.281558,0.786667,15.916654,123,3836,3959
698,2012-11-28,4,1,11,0,3,1,1,12.163347,0.289762,0.50625,14.125007,198,5062,5260
699,2012-11-29,4,1,11,0,4,1,1,11.51567,0.298422,0.555652,7.739974,243,5080,5323
700,2012-11-30,4,1,11,0,5,1,1,12.231653000000001,0.323867,0.649583,3.9175436,362,5306,5668
701,2012-12-01,4,1,12,0,6,0,2,12.231653000000001,0.316904,0.806667,4.0001814,951,4240,5191
702,2012-12-02,4,1,12,0,0,0,2,14.247499999999999,0.359208,0.823333,8.333393000000001,892,3757,4649
703,2012-12-03,4,1,12,0,1,1,1,18.552500000000002,0.455796,0.7675,5.5422936,555,5679,6234
704,2012-12-04,4,1,12,0,2,1,1,19.509153,0.469054,0.73375,11.666643,551,6055,6606
705,2012-12-05,4,1,12,0,3,1,1,17.971653,0.428012,0.485,21.709407,331,5398,5729
706,2012-12-06,4,1,12,0,4,1,1,10.489152999999998,0.258204,0.50875,11.708518,340,5035,5375
707,2012-12-07,4,1,12,0,5,1,2,13.154152999999999,0.321958,0.764167,8.7502,349,4659,5008
708,2012-12-08,4,1,12,0,6,0,2,15.648347,0.389508,0.91125,6.792393,1153,4429,5582
709,2012-12-09,4,1,12,0,0,0,2,15.750846999999998,0.390146,0.905417,10.584325,441,2787,3228
710,2012-12-10,4,1,12,0,1,1,2,17.869153,0.435575,0.925,12.750636,329,4841,5170
711,2012-12-11,4,1,12,0,2,1,2,14.486653,0.338363,0.596667,19.834478999999998,282,5219,5501
712,2012-12-12,4,1,12,0,3,1,2,12.1975,0.297338,0.538333,10.916779,310,5009,5319
713,2012-12-13,4,1,12,0,4,1,1,12.129153,0.294188,0.485833,11.666643,425,5107,5532
714,2012-12-14,4,1,12,0,5,1,1,11.548347,0.294192,0.642917,8.792343,429,5182,5611
715,2012-12-15,4,1,12,0,6,0,1,13.290847,0.338383,0.650417,7.12545,767,4280,5047
716,2012-12-16,4,1,12,0,0,0,2,14.862499999999999,0.369938,0.83875,6.749714,538,3248,3786
717,2012-12-17,4,1,12,0,1,1,2,16.126653,0.4015,0.907083,6.583306100000001,212,4373,4585
718,2012-12-18,4,1,12,0,2,1,1,16.844153,0.409708,0.66625,14.834067999999998,433,5124,5557
719,2012-12-19,4,1,12,0,3,1,1,13.6325,0.342162,0.625417,12.334164000000001,333,4934,5267
720,2012-12-20,4,1,12,0,4,1,2,13.530000000000001,0.335217,0.667917,8.875021,314,3814,4128
721,2012-12-21,1,1,12,0,5,1,2,13.393346999999999,0.301767,0.556667,25.083661000000003,221,3402,3623
722,2012-12-22,1,1,12,0,6,0,1,10.899153,0.236113,0.44125,27.292182,205,1544,1749
723,2012-12-23,1,1,12,0,0,0,1,10.079153,0.259471,0.515417,8.916561,408,1379,1787
724,2012-12-24,1,1,12,0,1,1,2,9.483464,0.2589,0.791304,5.1744368000000005,174,746,920
725,2012-12-25,1,1,12,1,2,0,2,11.943464,0.294465,0.734783,11.304642,440,573,1013
726,2012-12-26,1,1,12,0,3,1,3,9.976652999999999,0.220333,0.823333,21.208582,9,432,441
727,2012-12-27,1,1,12,0,4,1,2,10.420846999999998,0.226642,0.652917,23.458911,247,1867,2114
728,2012-12-28,1,1,12,0,5,1,2,10.386652999999999,0.255046,0.59,10.416557,644,2451,3095
729,2012-12-29,1,1,12,0,6,0,2,10.386652999999999,0.2424,0.752917,8.333661,159,1182,1341
730,2012-12-30,1,1,12,0,0,0,1,10.489152999999998,0.2317,0.483333,23.500518,364,1432,1796
731,2012-12-31,1,1,12,0,1,1,2,8.849153,0.223487,0.5775,10.374682,439,2290,2729
